Year,Average Age Range,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2015,60-69 Years Old,2.0,740.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2015,70-79 Years Old,2.0,647.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2015,80-89 Years Old,2.0,602.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2015,90-99 Years Old,2.0,307.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,0-9 Years Old,4.0,1251.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,10-19 Years Old,4.0,786.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,20-29 Years Old,3.0,1570.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,30-39 Years Old,3.0,1419.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,40-49 Years Old,3.0,1084.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,50-59 Years Old,3.0,920.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,60-69 Years Old,2.0,740.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,70-79 Years Old,2.0,647.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,80-89 Years Old,2.0,602.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2016,90-99 Years Old,2.0,307.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,0-9 Years Old,4.0,1251.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,10-19 Years Old,4.0,786.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,20-29 Years Old,3.0,1570.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,30-39 Years Old,3.0,1419.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,40-49 Years Old,3.0,1084.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,50-59 Years Old,2.0,920.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,60-69 Years Old,2.0,740.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,70-79 Years Old,2.0,647.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,80-89 Years Old,2.0,602.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2017,90-99 Years Old,2.0,307.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,0-9 Years Old,4.0,1413.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,10-19 Years Old,4.0,1325.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,20-29 Years Old,3.0,1561.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,30-39 Years Old,3.0,1549.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,40-49 Years Old,3.0,1359.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,50-59 Years Old,2.0,869.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,60-69 Years Old,2.0,877.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,70-79 Years Old,2.0,539.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,80-89 Years Old,2.0,508.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2018,90-99 Years Old,2.0,229.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,0-9 Years Old,4.0,1424.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,10-19 Years Old,4.0,1144.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,20-29 Years Old,2.0,1669.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,30-39 Years Old,2.0,1624.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,40-49 Years Old,3.0,1373.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,50-59 Years Old,3.0,870.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,60-69 Years Old,2.0,735.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,70-79 Years Old,2.0,623.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,80-89 Years Old,2.0,608.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2019,90-99 Years Old,2.0,480.0,Los Angeles,West Central,LA City (Central/Hancock Park & Mid-Wilshire)
2015,0-9 Years Old,4.0,1152.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,10-19 Years Old,4.0,856.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,20-29 Years Old,3.0,1946.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,30-39 Years Old,3.0,1584.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,40-49 Years Old,3.0,1108.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,50-59 Years Old,3.0,941.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,60-69 Years Old,2.0,848.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,70-79 Years Old,2.0,474.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,80-89 Years Old,2.0,622.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,90-99 Years Old,2.0,420.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,0-9 Years Old,4.0,1152.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,10-19 Years Old,4.0,856.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,20-29 Years Old,3.0,1946.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,30-39 Years Old,3.0,1584.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,40-49 Years Old,3.0,1108.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,50-59 Years Old,3.0,941.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,60-69 Years Old,2.0,848.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,70-79 Years Old,2.0,474.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,80-89 Years Old,2.0,622.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2016,90-99 Years Old,1.0,420.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,0-9 Years Old,4.0,1152.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,10-19 Years Old,4.0,856.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,20-29 Years Old,3.0,1946.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,30-39 Years Old,2.0,1584.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,40-49 Years Old,3.0,1108.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,50-59 Years Old,2.0,941.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,60-69 Years Old,2.0,848.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,70-79 Years Old,2.0,474.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,80-89 Years Old,2.0,622.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2017,90-99 Years Old,2.0,420.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,0-9 Years Old,4.0,1260.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,10-19 Years Old,4.0,1096.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,20-29 Years Old,3.0,1811.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,30-39 Years Old,2.0,1638.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,40-49 Years Old,3.0,1334.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,50-59 Years Old,2.0,1012.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,60-69 Years Old,2.0,866.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,70-79 Years Old,2.0,571.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,80-89 Years Old,2.0,314.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2018,90-99 Years Old,2.0,651.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,0-9 Years Old,4.0,1351.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,10-19 Years Old,4.0,1010.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,20-29 Years Old,3.0,1966.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,30-39 Years Old,2.0,1805.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,40-49 Years Old,3.0,1221.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,50-59 Years Old,3.0,861.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,60-69 Years Old,2.0,632.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,70-79 Years Old,2.0,414.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,80-89 Years Old,2.0,768.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2019,90-99 Years Old,2.0,298.0,Los Angeles,West Central,LA City (West Central/Westwood & West Los Angeles)
2015,0-9 Years Old,7.0,807.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,10-19 Years Old,5.0,785.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,20-29 Years Old,5.0,692.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,30-39 Years Old,5.0,702.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,40-49 Years Old,4.0,629.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,50-59 Years Old,4.0,424.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,60-69 Years Old,4.0,283.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,70-79 Years Old,4.0,276.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,80-89 Years Old,3.0,371.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,90-99 Years Old,4.0,681.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,0-9 Years Old,6.0,807.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,10-19 Years Old,6.0,785.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,20-29 Years Old,5.0,692.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,30-39 Years Old,5.0,702.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,40-49 Years Old,5.0,629.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,50-59 Years Old,4.0,424.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,60-69 Years Old,3.0,283.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,70-79 Years Old,3.0,276.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,80-89 Years Old,3.0,371.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2016,90-99 Years Old,2.0,681.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,0-9 Years Old,5.0,807.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,10-19 Years Old,5.0,785.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,20-29 Years Old,5.0,692.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,30-39 Years Old,4.0,702.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,40-49 Years Old,4.0,629.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,50-59 Years Old,4.0,424.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,60-69 Years Old,3.0,283.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,70-79 Years Old,3.0,276.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,80-89 Years Old,3.0,371.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2017,90-99 Years Old,2.0,681.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,0-9 Years Old,5.0,781.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,10-19 Years Old,5.0,656.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,20-29 Years Old,5.0,669.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,30-39 Years Old,4.0,691.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,40-49 Years Old,4.0,517.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,50-59 Years Old,4.0,475.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,60-69 Years Old,3.0,381.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,70-79 Years Old,3.0,216.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,80-89 Years Old,3.0,512.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2018,90-99 Years Old,2.0,0.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,0-9 Years Old,6.0,688.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,10-19 Years Old,5.0,760.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,20-29 Years Old,5.0,697.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,30-39 Years Old,5.0,661.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,40-49 Years Old,5.0,552.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,50-59 Years Old,4.0,541.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,60-69 Years Old,4.0,246.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,70-79 Years Old,3.0,265.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,80-89 Years Old,3.0,357.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2019,90-99 Years Old,4.0,367.0,Los Angeles,,"Baldwin Park, Azusa, Duarte & Irwindale Cities"
2015,0-9 Years Old,4.0,766.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,10-19 Years Old,4.0,786.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,20-29 Years Old,4.0,1020.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,30-39 Years Old,3.0,1150.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,40-49 Years Old,3.0,640.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,50-59 Years Old,3.0,430.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,60-69 Years Old,2.0,208.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,70-79 Years Old,2.0,223.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,80-89 Years Old,2.0,179.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,90-99 Years Old,1.0,40.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,0-9 Years Old,4.0,766.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,10-19 Years Old,4.0,786.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,20-29 Years Old,3.0,1020.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,30-39 Years Old,3.0,1150.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,40-49 Years Old,4.0,640.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,50-59 Years Old,3.0,430.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,60-69 Years Old,3.0,208.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,70-79 Years Old,2.0,223.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,80-89 Years Old,2.0,179.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2016,90-99 Years Old,2.0,40.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,0-9 Years Old,5.0,766.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,10-19 Years Old,4.0,786.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,20-29 Years Old,4.0,1020.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,30-39 Years Old,3.0,1150.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,40-49 Years Old,3.0,640.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,50-59 Years Old,3.0,430.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,60-69 Years Old,2.0,208.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,70-79 Years Old,2.0,223.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,80-89 Years Old,2.0,179.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2017,90-99 Years Old,2.0,40.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,0-9 Years Old,5.0,959.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,10-19 Years Old,4.0,594.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,20-29 Years Old,4.0,786.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,30-39 Years Old,3.0,852.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,40-49 Years Old,3.0,448.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,50-59 Years Old,3.0,250.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,60-69 Years Old,2.0,342.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,70-79 Years Old,2.0,96.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,80-89 Years Old,2.0,62.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2018,90-99 Years Old,2.0,149.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,0-9 Years Old,4.0,694.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,10-19 Years Old,4.0,856.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,20-29 Years Old,3.0,908.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,30-39 Years Old,3.0,628.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,40-49 Years Old,4.0,1004.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,50-59 Years Old,3.0,384.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,60-69 Years Old,2.0,185.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,70-79 Years Old,2.0,73.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,80-89 Years Old,2.0,24.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2019,90-99 Years Old,2.0,724.0,Los Angeles,,"Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
2015,0-9 Years Old,5.0,667.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
2015,10-19 Years Old,4.0,357.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
2015,20-29 Years Old,4.0,530.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
2015,30-39 Years Old,4.0,688.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
2015,40-49 Years Old,4.0,499.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
2015,50-59 Years Old,3.0,308.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
2015,60-69 Years Old,3.0,254.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
2015,70-79 Years Old,3.0,84.0,Los Angeles,,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
